PB_ID,b,h
029190,1630210667,36
029190,1630214247,36
029190,1630217818,36
029190,1630221399,36
029190,1630224969,36
029190,1630228550,36
029190,1630232122,36.25
029190,1630235703,36.25
029190,1630239276,36.25
029190,1630242858,36.25
029190,1630246430,36.25
029190,1630250012,36.5
029190,1630253585,36.5
029190,1630257167,36.5
029190,1630260739,36.5
029190,1630264321,36.5
029190,1630267893,36.75
029190,1630271475,36.75
029190,1630275046,36.75
029190,1630278628,36.75
029190,1630282199,36.5
029190,1630285781,36.75
029190,1630289352,36.75
029190,1630292935,36.75
029190,1630296507,36.75
029190,1630300089,36.5
029190,1630303662,36.75
029190,1630307245,36.75
029190,1630310818,36.75
029190,1630314400,36.75
029190,1630317973,36.75
029190,1630321553,36.75
029190,1630325128,36.75
029190,1630328711,37
029190,1630332284,36.75
029190,1630335866,37
029190,1630339438,37
029190,1630343020,37
029190,1630346593,37
029190,1630350176,37
029190,1630353748,37
029190,1630357330,37
029190,1630360903,37
029190,1630364485,37
029190,1630368057,37
029190,1630371639,37
029190,1630375211,37
029190,1630378793,37
029190,1630382364,36.75
029190,1630385945,36.75
029190,1630389518,37
029190,1630393100,36.75
029190,1630396673,37
029190,1630400255,36.75
029190,1630403827,36.75
029190,1630407410,36.75
029190,1630410982,37
029190,1630414563,36.75
029190,1630418136,37
029190,1630421718,37
029190,1630425291,36.75
029190,1630428872,37
029190,1630432445,37
029190,1630436026,37
029190,1630439597,37
029190,1630443179,37
029190,1630446751,37
029190,1630450332,37
029190,1630453904,36.75
029190,1630457486,36.75
029190,1630461058,36.75
029190,1630464639,36.75
029190,1630468211,36.75
029190,1630471792,36.75
029190,1630475364,36.75
029190,1630478947,36.75
029190,1630482520,36.75
029190,1630486102,36.75
029190,1630489675,36.75
029190,1630493256,36.75
029190,1630496828,36.75
029190,1630500411,36.75
029190,1630503984,36.75
029190,1630511167,36.75
029190,1630514722,36.75
029190,1630518294,36.75
029190,1630521876,36.75
029190,1630525448,36.75
029190,1630529032,36.75
029190,1630532604,36.75
029190,1630536187,36.75
029190,1630539760,36.75
029190,1630543342,36.75
029190,1630546915,36.75
029190,1630550498,36.75
029190,1630554070,36.75
029190,1630557653,36.5
029190,1630561225,36.5
029190,1630564808,36.5
029190,1630568381,36.5
029190,1630571963,36.5
029190,1630575536,36.5
029190,1630579119,36.5
029190,1630582691,36.5
029190,1630586274,36.5
029190,1630589846,36.5
029190,1630593429,36.5
029190,1630597002,36.5
029190,1630600585,36.5
029190,1630604157,36.5
029190,1630607739,36.75
029190,1630611310,36.75
029190,1630614892,36.75
029190,1630618465,36.5
029190,1630622047,36.5
029190,1630625619,36.5
029190,1630629202,36.5
029190,1630632775,36.5
029190,1630636357,36.5
029190,1630639930,36.5
029190,1630643512,36.5
029190,1630647084,36.5
029190,1630650666,36.25
029190,1630654239,36.25
029190,1630657821,36.5
029190,1630661394,36.5
029190,1630664976,36.25
029190,1630668548,36.5
029190,1630672131,36.5
029190,1630675703,36.25
029190,1630679284,36.25
029190,1630682855,36.25
029190,1630686437,36.25
029190,1630690009,36.25
029190,1630693591,36.5
029190,1630697164,36.5
029190,1630700746,36.5
029190,1630704319,36.5
029190,1630707902,36.5
029190,1630711475,36.5
029190,1630715057,36.5
029190,1630718630,36.5
029190,1630722213,36.5
029190,1630725786,36.5
029190,1630729368,36.5
029190,1630732941,36.25
029190,1630736523,36.5
029190,1630740095,36.5
029190,1630743676,36.5
029190,1630747249,36.5
029190,1630750831,36.5
029190,1630754404,36.5
029190,1630757986,36.25
029190,1630761558,36.5
029190,1630765141,36.5
029190,1630768714,36.5
029190,1630772297,36.5
029190,1630775869,36.25
029190,1630779451,36.5
029190,1630783024,36.5
029190,1630786606,36.5
029190,1630790179,36.25
029190,1630793761,36.5
029190,1630797334,36.5
029190,1630800916,36.25
029190,1630804489,36.25
029190,1630808071,36.5
029190,1630811644,36.25
029190,1630815227,36.25
029190,1630818799,36.5
029190,1630822381,36.25
029190,1630825954,36.25
029190,1630829536,36.25
029190,1630833108,36.25
029190,1630836691,36.25
029190,1630840263,36.25
029190,1630843846,36.5
029190,1630847419,36.25
029190,1630851001,36.25
029190,1630854574,36.25
029190,1630858157,36.25
029190,1630861729,36.25
029190,1630865311,36.5
029190,1630868882,36.25
029190,1630872464,36.25
029190,1630876035,36.25
029190,1630879617,36.25
029190,1630883189,36.25
029190,1630886771,36.25
029190,1630890343,36.25
029190,1630893925,36.25
029190,1630897498,36.25
029190,1630901081,36.25
029190,1630904654,36
029190,1630908236,36.25
029190,1630915410,36
029190,1630918962,36
029190,1630922544,36
029190,1630926117,36
029190,1630929699,36
029190,1630933271,36
029190,1630936853,36.25
029190,1630940426,36
029190,1630944008,36
029190,1630947581,36
029190,1630951163,36
029190,1630954736,36
029190,1630958318,36
029190,1630961891,36
029190,1630965474,36
029190,1630969047,36
029190,1630972630,36
029190,1630976202,36
029190,1630979784,36
029190,1630983360,35.75
029190,1630986940,35.75
029190,1630990512,35.75
029190,1630994095,35.75
029190,1630997668,35.75
029190,1631001249,35.75
029190,1631004822,35.75
029190,1631008404,35.75
029190,1631011976,35.75
029190,1631015558,35.75
029190,1631019131,35.75
029190,1631022713,35.75
029190,1631026286,35.75
029190,1631029869,35.75
029190,1631033441,35.75
029190,1631037024,35.75
029190,1631040596,35.75
029190,1631044178,35.75
029190,1631047751,35.75
029190,1631051334,35.75
029190,1631054907,35.75
029190,1631058490,36
029190,1631062064,35.75
029190,1631065648,35.75
029190,1631069221,35.75
029190,1631072805,35.75
029190,1631076377,35.75
029190,1631079960,35.75
029190,1631083532,35.75
029190,1631087114,35.75
029190,1631090686,35.5
029190,1631094268,35.5
029190,1631097841,35.5
029190,1631101424,35.75
029190,1631104997,35.5
029190,1631108580,35.75
029190,1631112152,35.75
029190,1631115735,35.5
029190,1631119308,35.5
029190,1631122890,35.5
029190,1631126463,35.5
029190,1631130046,35.5
029190,1631133619,35.5
029190,1631137202,35.75
029190,1631144375,35.5
029190,1631147930,35.5
029190,1631151513,35.5
029190,1631155085,35.5
029190,1631158667,35.5
029190,1631162239,35.5
029190,1631165822,35.5
029190,1631169394,35.5
029190,1631172976,35.5
029190,1631176548,35.5
029190,1631180130,35.5
029190,1631183703,35.5
029190,1631187285,35.5
029190,1631190858,35.25
029190,1631194440,35.5
029190,1631198012,35.5
029190,1631201594,35.5
029190,1631205167,35.5
029190,1631208749,35.5
029190,1631212321,35.25
029190,1631215903,35.5
029190,1631219475,35.5
029190,1631223056,35.5
029190,1631226629,35.5
029190,1631230212,35.25
029190,1631233784,35.25
029190,1631237367,35.25
029190,1631240939,35.25
029190,1631244521,35.25
029190,1631248092,35.25
029190,1631251674,35.25
029190,1631255246,35.25
029190,1631258828,35.25
029190,1631262400,35.25
029190,1631265982,35.25
029190,1631269554,35.25
029190,1631273137,35.25
029190,1631276709,35.25
029190,1631280291,35.25
029190,1631283864,35.25
029190,1631287446,35.25
029190,1631291018,35
029190,1631294600,35
029190,1631298172,35.25
029190,1631301754,35
029190,1631305327,35
029190,1631308909,35
029190,1631312482,35
029190,1631316064,35
029190,1631319637,35
029190,1631323219,35
029190,1631326792,35
029190,1631330376,34.75
029190,1631333949,34.75
029190,1631337531,34.75
029190,1631341104,34.75
029190,1631344688,34.75
029190,1631348261,34.75
029190,1631351844,34.75
029190,1631355417,34.75
029190,1631359000,34.5
029190,1631362573,34.75
029190,1631366155,34.75
029190,1631369728,34.5
029190,1631373311,34.5
029190,1631376884,34.5
029190,1631380467,34.5
029190,1631384040,34.5
029190,1631387623,34.5
029190,1631391196,34.75
029190,1631394778,34.5
029190,1631398350,34.5
029190,1631401932,34.5
029190,1631405504,34.5
029190,1631409087,34.5
029190,1631412659,34.25
029190,1631416241,34.5
029190,1631419814,34.25
029190,1631423396,34.25
029190,1631426971,34.25
029190,1631430553,34.25
029190,1631434125,34.25
029190,1631437707,34.25
029190,1631441280,34.25
029190,1631444862,34.25
029190,1631448434,34.25
029190,1631452015,34
029190,1631455587,34
029190,1631459168,34
029190,1631462739,34
029190,1631466321,34.25
029190,1631469893,34
029190,1631473476,34
029190,1631477047,34
029190,1631480628,34
029190,1631484200,34
029190,1631487781,34
029190,1631491352,34
029190,1631494933,34
029190,1631498504,33.75
029190,1631502085,33.75
029190,1631505656,33.75
029190,1631509237,33.75
029190,1631512808,33.75
029190,1631516389,33.75
029190,1631519960,33.5
029190,1631523541,33.75
029190,1631527141,33.5
029190,1631530694,33.5
029190,1631534265,33.5
029190,1631537846,33.5
029190,1631541418,33.5
029190,1631544999,33.5
029190,1631548571,33.5
029190,1631552154,33.25
029190,1631555726,33.5
029190,1631559307,33.5
029190,1631562878,33.25
029190,1631566459,33.5
029190,1631570029,33.25
029190,1631573610,33.25
029190,1631577181,33.25
029190,1631580762,33.25
029190,1631584333,33.25
029190,1631587914,33.25
029190,1631591486,33.25
029190,1631595067,33.25
029190,1631598639,33.25
029190,1631602221,33
029190,1631605793,33
029190,1631609375,33
029190,1631612947,33
029190,1631616528,33
029190,1631620099,33
029190,1631623680,33
029190,1631627251,33
029190,1631630832,33
029190,1631634402,33
029190,1631637983,33
029190,1631641555,32.75
029190,1631645136,32.75
029190,1631648707,32.75
029190,1631652288,32.75
029190,1631655859,32.75
029190,1631659440,32.75
029190,1631663011,32.75
029190,1631666592,32.75
029190,1631670164,32.75
029190,1631673745,32.75
029190,1631677317,32.75
029190,1631680898,32.5
029190,1631684470,32.5
029190,1631688052,32.75
029190,1631691624,32.5
029190,1631695205,32.5
029190,1631698776,32.5
029190,1631702357,32.5
029190,1631705928,32.5
029190,1631709509,32.5
029190,1631713081,32.5
029190,1631716662,32.25
029190,1631720234,32.5
029190,1631723815,32.25
029190,1631727386,32.25
029190,1631730967,32.25
029190,1631734539,32.25
029190,1631738119,32.25
029190,1631741689,32.25
029190,1631745270,32.25
029190,1631748841,32.25
029190,1631752423,32.25
029190,1631755994,32.25
029190,1631759575,32.25
029190,1631763146,32
029190,1631766727,32.25
029190,1631770298,32
029190,1631773879,32
029190,1631777451,32
029190,1631781031,32
029190,1631784602,32
029190,1631788202,32
029190,1631791753,32
029190,1631795334,32
029190,1631798905,31.75
029190,1631802485,32
029190,1631806056,31.75
029190,1631809637,31.75
029190,1631813207,31.75
029190,1631816789,31.75
029190,1631820360,31.75
029190,1631823941,31.75
029190,1631827511,31.75
029190,1631831091,31.75
029190,1631834661,31.75
029190,1631838242,31.75
029190,1631841813,31.75
029190,1631845393,31.75
029190,1631848964,31.75
029190,1631852545,31.5
029190,1631856116,31.5
029190,1631859697,31.5
029190,1631863268,31.5
029190,1631866849,31.5
029190,1631870420,31.25
029190,1631874001,31.25
029190,1631877571,31.5
029190,1631881153,31.5
029190,1631884724,31.25
029190,1631888305,31.25
029190,1631891876,31.25
029190,1631895458,31.25
029190,1631899030,31.25
029190,1631902611,31.25
029190,1631906182,31.25
029190,1631909763,31.25
029190,1631913335,31
029190,1631916915,31.25
029190,1631920487,31
029190,1631924068,31.25
029190,1631927639,31
029190,1631931220,31
029190,1631934790,31
029190,1631938371,31
029190,1631941942,31
029190,1631945523,31
029190,1631949094,30.75
029190,1631952675,30.75
029190,1631956246,30.75
029190,1631959826,30.75
029190,1631963396,30.75
029190,1631966977,30.75
029190,1631970551,30.75
029190,1631974130,30.5
029190,1631977702,30.75
029190,1631981283,30.5
029190,1631984853,30.5
029190,1631988434,30.5
029190,1631992005,30.5
029190,1631995586,30.5
029190,1631999156,30.75
029190,1632002737,30.5
029190,1632006308,30.5
029190,1632009889,30.5
029190,1632013459,30.5
029190,1632017040,30.5
029190,1632020640,30.5
029190,1632024192,30.5
029190,1632027764,30.5
029190,1632031345,30.25
029190,1632034915,30.25
029190,1632038496,30.25
029190,1632042066,30
029190,1632045645,30.25
029190,1632049215,30
029190,1632052795,30
029190,1632056366,30
029190,1632059947,30.25
029190,1632063517,30.25
029190,1632067097,30
029190,1632070668,29.75
029190,1632074249,30
029190,1632077819,29.75
029190,1632081400,29.75
029190,1632084971,29.75
029190,1632088551,29.75
029190,1632092122,29.75
029190,1632095722,29.75
029191,1628727698,24.5
029191,1628731263,24
029191,1628734818,23.75
029191,1628738384,23.25
029191,1628741941,23
029191,1628745507,23
029191,1628749063,23.5
029191,1628752628,25.75
029191,1628756184,29
029191,1628759748,32
029191,1628763301,34.75
029191,1628766863,35.25
029191,1628770415,30.75
029191,1628773977,30
029191,1628777531,29.75
029191,1628781095,29.5
029191,1628784649,29.5
029191,1628788213,29
029191,1628791767,28.5
029191,1628795332,27.75
029191,1628798888,27.25
029191,1628802455,27
029191,1628806011,26.5
029191,1628809578,26.25
029191,1628813134,25.75
029191,1628816701,25.5
029191,1628820257,25.25
029191,1628823824,24.75
029191,1628827380,24.75
029191,1628830946,24.5
029191,1628834502,25
029191,1628838068,26
029191,1628841623,28.5
029191,1628845188,31.25
029191,1628848742,33.75
029191,1628852306,35.25
029191,1628855859,33
029191,1628859423,31
029191,1628862978,30.5
029191,1628927343,60
029191,1628930666,61.5
029191,1628937740,63.25
029191,1628941320,64
029191,1628948479,65.5
029191,1628951987,66
029191,1628959136,67.25
029191,1628973444,69.25
029191,1629012648,70.75
029191,1629015981,70.75
029191,1629019532,70.5
029191,1629026693,70.5
029191,1629030204,70.5
029191,1629037356,70.5
029191,1629040869,70.25
029191,1629044430,70.25
029191,1629051580,70
029191,1629055093,69.75
029191,1629058655,69.75
029191,1629062207,69.5
029191,1629065768,69.5
029191,1629069319,69.25
029191,1629072881,69.25
029191,1629076432,69
029191,1629083593,68.75
029191,1629090705,68.25
029191,1629101416,67.75
029191,1629115677,67.25
029191,1629126298,66.75
029191,1629129770,66.5
029191,1629133321,66.25
029191,1629136882,66.25
029191,1629140434,66.25
029191,1629143995,66
029191,1629147546,66
029191,1629151107,65.75
029191,1629154660,65.5
029191,1629161822,65.25
029191,1629165334,65
029191,1629168884,64.75
029191,1629172445,64.75
029191,1629175997,64.5
029191,1629179557,64.25
029191,1629183108,64.25
029191,1629186668,64
029191,1629190219,64
029191,1629193780,63.75
029191,1629197331,63.75
029191,1629200891,63.5
029191,1629204442,63.5
029191,1629208003,63.5
029191,1629211554,63.25
029191,1629215115,63.25
029191,1629218665,63
029191,1629222226,63
029191,1629225777,62.75
029191,1629229338,62.75
029191,1629232889,62.75
029191,1629236450,62.5
029191,1629240001,62.5
029191,1629243563,62.5
029191,1629247114,62
029191,1629250675,62
029191,1629254226,62
029191,1629261386,61.75
029191,1629264897,61.75
029191,1629268448,61.5
029191,1629272009,61.5
029191,1629275560,61.25
029191,1629279121,61.25
029191,1629282671,61
029191,1629286232,61
029191,1629289782,60.75
029191,1629293343,60.75
029191,1629296895,60.75
029191,1629300457,60.5
029191,1629304006,60.25
029191,1629307567,60.25
029191,1629311119,60
029191,1629314680,60
029191,1629318230,59.75
029191,1629321791,59.75
029191,1629325342,59.75
029191,1629328903,59.5
029191,1629332456,59.25
029191,1629336016,59.25
029191,1629339568,59.25
029191,1629343129,59
029191,1629350280,58.75
029191,1629353791,58.75
029191,1629357351,58.5
029191,1629360902,58.5
029191,1629364462,58.25
029191,1629368013,58.25
029191,1629371574,58
029191,1629375124,58
029191,1629378684,58
029191,1629382235,58
029191,1629385796,57.75
029191,1629389346,57.5
029191,1629392907,57.5
029191,1629396458,57.25
029191,1629400020,57.25
029191,1629403571,57.25
029191,1629407132,57
029191,1629410683,57
029191,1629414244,56.75
029191,1629417795,56.75
029191,1629421355,56.5
029191,1629424905,56.5
029191,1629428465,56.25
029191,1629432016,56.25
029191,1629435577,56.25
029191,1629439128,56.25
029191,1629442689,56
029191,1629446241,56
029191,1629449802,55.75
029191,1629453353,55.5
029191,1629456914,55.5
029191,1629460465,55.5
029191,1629464026,55.5
029191,1629467577,55.25
029191,1629471138,55.25
029191,1629474688,55
029191,1629478250,55
029191,1629481850,54.75
029191,1629485360,54.75
029191,1629492511,54.75
029191,1629496023,54.5
029191,1629499584,54.25
029191,1629503135,54.25
029191,1629506695,54.25
029191,1629510246,54.25
029191,1629513808,54
029191,1629517359,54
029191,1629520920,53.75
029191,1629524471,53.75
029191,1629528031,53.5
029191,1629531582,53.5
029191,1629535143,53.5
029191,1629538693,53.25
029191,1629542254,53.25
029191,1629545804,53
029191,1629549364,53
029191,1629552915,53
029191,1629556476,52.75
029191,1629560028,53
029191,1629563590,52.75
029191,1629567141,52.75
029191,1629570703,52.75
029191,1629574254,52.75
029191,1629577815,52.75
029191,1629581366,52.5
029191,1629584927,52.5
029191,1629588478,52.5
029191,1629592040,52.5
029191,1629595591,52.5
029191,1629599152,52.25
029191,1629602703,52.25
029191,1629606264,52.25
029191,1629609815,52
029191,1629613376,52
029191,1629616927,52
029191,1629620487,52
029191,1629624038,51.75
029191,1629627598,51.75
029191,1629631148,51.75
029191,1629634709,51.75
029191,1629638260,51.5
029191,1629641822,51.5
029191,1629645373,51.5
029191,1629648935,51.5
029191,1629652487,51.5
029191,1629656049,51.25
029191,1629659601,51.25
029191,1629663162,51.25
029191,1629666714,51.25
029191,1629670274,51
029191,1629673825,51.25
029191,1629677385,51
029191,1629680937,51
029191,1629684501,51
029191,1629688050,51
029191,1629691611,51
029191,1629695162,50.75
029191,1629698722,50.75
029191,1629702273,50.75
029191,1629705834,50.75
029191,1629709385,50.75
029191,1629712944,50.75
029191,1629716495,50.75
029191,1629720056,50.5
029191,1629723606,50.5
029191,1629727167,50.5
029191,1629730718,50.5
029191,1629734279,50.5
029191,1629737829,50.25
029191,1629741390,50.25
029191,1629744940,50.25
029191,1629748501,50
029191,1629752052,50
029191,1629755613,50
029191,1629759165,50
029191,1629762726,50
029191,1629766277,50
029191,1629769837,50
029191,1629773389,49.75
029191,1629776950,50
029191,1629780500,49.75
029191,1629784061,49.75
029191,1629787613,49.75
029191,1629791173,49.5
029191,1629794724,49.75
029191,1629798286,49.5
029191,1629801837,49.5
029191,1629805398,49.5
029191,1629808949,49.5
029191,1629812511,49.5
029191,1629816063,49.5
029191,1629819624,49.25
029191,1629823176,49.25
029191,1629826738,49
029191,1629830291,49
029191,1629833854,49
029191,1629837406,49
029191,1629840968,49
029191,1629844521,49
029191,1629848084,49
029191,1629851636,49
029191,1629855198,49
029191,1629858751,49
029191,1629862314,49
029191,1629865868,49
029191,1629869431,49
029191,1629872985,49
029191,1629876549,49
029191,1629880102,49
029191,1629883664,49
029191,1629887217,49
029191,1629894379,49
029191,1629897892,49
029191,1629901444,49
029191,1629905005,49
029191,1629908557,49
029191,1629912119,48.75
029191,1629915671,49
029191,1629919232,49
029191,1629922783,48.75
029191,1629926345,48.75
029191,1629929896,48.75
029191,1629933457,48.75
029191,1629937009,48.75
029191,1629940572,48.75
029191,1629944125,48.75
029191,1629947687,48.75
029191,1629951241,48.75
029191,1629954802,48.75
029191,1629958354,48.75
029191,1629961916,48.75
029191,1629965469,48.75
