PB_ID,b,h
029194,1630675712,35.5
029194,1630679270,35.5
029194,1630682818,35.75
029194,1630686376,35.75
029194,1630689925,36
029194,1630693483,36
029194,1630697031,35.75
029194,1630700589,36.25
029194,1630704136,36.25
029194,1630707695,36.25
029194,1630711243,36.25
029194,1630714800,36.25
029194,1630718348,36.25
029194,1630721906,36.25
029194,1630725454,36.25
029194,1630729012,36.25
029194,1630732559,36.25
029194,1630736118,36.25
029194,1630739667,36.25
029194,1630743225,36.25
029194,1630746774,36
029194,1630750333,36
029194,1630753882,36
029194,1630757439,36
029194,1630760987,36
029194,1630764545,36
029194,1630768093,36
029194,1630771652,36.25
029194,1630775200,36.25
029194,1630778759,36.25
029194,1630782308,36.5
029194,1630789466,36.5
029194,1630792972,36.5
029194,1630796521,36.5
029194,1630800079,36.75
029194,1630803628,36.75
029194,1630807187,36.5
029194,1630810735,36.5
029194,1630814293,36.5
029194,1630817841,36.25
029194,1630821400,36.25
029194,1630824948,36.25
029194,1630828506,36
029194,1630832053,35.75
029194,1630835613,35.75
029194,1630839161,35.75
029194,1630842719,35.75
029194,1630846267,35.75
029194,1630849825,35.75
029194,1630853373,35.75
029194,1630856932,36
029194,1630860481,36
029194,1630864039,36.25
029194,1630867589,36.25
029194,1630871147,36.25
029194,1630874696,36.25
029194,1630878255,36.5
029194,1630881804,36.5
029194,1630885363,36.75
029194,1630888911,36.5
029194,1630892470,36.5
029194,1630896018,36.25
029194,1630899577,36.25
029194,1630903125,36.25
029194,1630906683,36.25
029194,1630910231,36
029194,1630913789,35.75
029194,1630917338,35.5
029194,1630920897,35.5
029194,1630924447,35.5
029194,1630928005,35.25
029194,1630931554,35.5
029194,1630935113,35.25
029194,1630938662,35.5
029194,1630942221,35.5
029194,1630945769,35.75
029194,1630949328,35.75
029194,1630952876,36
029194,1630956434,36.25
029194,1630959983,36.25
029194,1630963542,36.5
029194,1630967091,36.5
029194,1630970650,36.5
029194,1630974200,36.5
029194,1630977759,36.5
029194,1630981308,36.5
029194,1630984866,36.5
029194,1630988415,36.25
029194,1630991975,36.25
029194,1630995524,36.25
029194,1630999083,36
029194,1631002633,36
029194,1631006191,35.75
029194,1631009740,35.5
029194,1631013299,35.5
029194,1631016848,35.5
029194,1631020406,35.5
029194,1631023955,35.75
029194,1631027514,36
029194,1631031062,36.25
029194,1631034620,36.5
029194,1631038170,36.5
029194,1631041729,36.75
029194,1631045277,37
029194,1631048835,37
029194,1631052384,37
029194,1631055943,37
029194,1631059493,37
029194,1631063052,37
029194,1631066601,37
029194,1631070160,36.75
029194,1631073709,36.75
029194,1631077268,37
029194,1631080817,36.75
029194,1631084376,36.5
029194,1631087924,36.75
029194,1631091484,36.5
029194,1631095033,36.25
029194,1631098592,36.25
029194,1631102140,36.25
029194,1631105699,36.5
029194,1631109247,36.5
029194,1631112806,36.75
029194,1631116354,36.75
029194,1631119915,36.75
029194,1631123462,37
029194,1631127021,37.25
029194,1631130570,37.25
029194,1631134128,37.25
029194,1631137676,37.25
029194,1631141235,37.25
029194,1631144784,37.25
029194,1631148342,37.25
029194,1631151892,37.5
029194,1631155452,37.25
029194,1631159003,37.5
029194,1631162563,37.5
029194,1631166112,37.5
029194,1631169671,37.25
029194,1631173220,37.5
029194,1631176780,37.25
029194,1631180329,37.25
029194,1631183888,37.25
029194,1631187438,37.25
029194,1631190996,37.25
029194,1631194545,37.25
029194,1631198104,37.25
029194,1631201654,37.25
029194,1631205213,37.25
029194,1631212362,37.25
029194,1631215870,37.25
029194,1631219429,37.25
029194,1631222977,37.25
029194,1631226577,37.25
029194,1631230085,37
029194,1631233643,37
029194,1631237192,37
029194,1631240752,37
029194,1631244301,36.75
029194,1631247861,36.75
029194,1631251461,36.75
029194,1631254970,36.5
029194,1631258519,36.5
029194,1631262078,36.5
029194,1631265628,36.5
029194,1631269187,36.25
029194,1631272737,36.25
029194,1631276295,36.25
029194,1631279844,36.25
029194,1631283403,36.25
029194,1631286953,36.25
029194,1631290513,36.25
029194,1631294063,36
029194,1631297622,36
029194,1631301173,36
029194,1631304733,36
029194,1631308282,36
029194,1631311841,36
029194,1631315390,35.75
029194,1631318948,35.75
029194,1631322498,35.5
029194,1631326056,35.5
029194,1631329605,35.5
029194,1631333163,35.25
029194,1631336712,35.25
029194,1631340270,35.25
029194,1631343818,35
029194,1631347377,35
029194,1631350926,35
029194,1631354484,35
029194,1631358034,35
029194,1631361593,35
029194,1631365142,35
029194,1631368702,34.75
029194,1631372302,35
029194,1631375811,35
029194,1631379360,35
029194,1631382919,35.25
029194,1631386467,35
029194,1631390026,35.25
029194,1631393575,35.25
029194,1631397134,35.25
029194,1631400683,35.25
029194,1631404242,35.25
029194,1631407792,35
029194,1631411351,35
029194,1631414901,35
029194,1631418460,35
029194,1631422009,34.75
029194,1631425567,34.75
029194,1631429116,34.75
029194,1631432675,34.75
029194,1631436223,34.5
029194,1631439781,34.5
029194,1631443331,34.5
029194,1631446889,34.25
029194,1631450437,34.5
029194,1631453996,34.5
029194,1631457545,34.5
029194,1631461103,34.5
029194,1631464652,34.5
029194,1631468211,34.5
029194,1631471759,34.5
029194,1631475318,34.75
029194,1631478867,34.75
029194,1631482426,34.75
029194,1631485975,34.75
029194,1631489535,34.75
029194,1631493085,34.75
029194,1631496645,34.75
029194,1631500194,34.5
029194,1631503752,34.5
029194,1631507301,34.5
029194,1631510859,34.25
029194,1631514407,34.25
029194,1631517964,34.25
029194,1631521513,34
029194,1631525071,34
029194,1631528621,34
029194,1631532180,33.75
029194,1631535729,33.75
029194,1631539288,33.75
029194,1631542836,34
029194,1631546396,34
029194,1631549945,34
029194,1631553503,34
029194,1631557051,34.25
029194,1631560610,34.25
029194,1631564158,34.25
029194,1631567717,34.5
029194,1631571266,34.25
029194,1631574826,34.5
029194,1631578375,34.25
029194,1631581933,34.25
029194,1631585482,34.25
029194,1631589041,34.25
029194,1631592590,34.25
029194,1631596148,34.25
029194,1631599696,34.25
029194,1631603255,34.25
029194,1631606803,34
029194,1631610361,34
029194,1631613910,34
029194,1631617469,34
029194,1631621018,34
029194,1631624577,34
029194,1631628126,34
029194,1631631684,34.25
029194,1631635233,34
029194,1631638791,34
029194,1631642340,34.25
029194,1631645899,34.25
029194,1631649448,34.25
029194,1631653006,34.25
029194,1631656554,34.25
029194,1631660112,34.25
029194,1631663661,34.25
029194,1631667219,34.25
029194,1631670768,34.25
029194,1631674326,34.25
029194,1631677875,34.25
029194,1631681434,34.25
029194,1631684982,34
029194,1631688541,34.25
029194,1631692089,34.25
029194,1631695647,34.25
029194,1631699196,34
029194,1631702754,34.25
029194,1631706302,34
029194,1631709861,34
029194,1631713412,34
029194,1631716971,34
029194,1631720521,34
029194,1631724081,34
029194,1631727630,34
029194,1631731189,34
029194,1631734738,34
029194,1631738296,34
029194,1631741844,34
029194,1631745402,34
029194,1631748950,34
029194,1631752509,33.75
029194,1631756057,34
029194,1631759614,33.75
029194,1631763163,33.75
029194,1631766722,34
029194,1631770270,33.75
029194,1631773829,33.75
029194,1631777378,33.75
029194,1631780936,33.75
029194,1631784485,33.75
029194,1631788044,33.75
029194,1631791593,33.75
029194,1631795153,33.5
029194,1631798702,33.75
029194,1631802260,33.5
029194,1631805807,33.5
029194,1631809365,33.5
029194,1631812914,33.5
029194,1631816514,33.5
029194,1631820022,33.5
029194,1631823579,33.25
029194,1631827128,33.5
029194,1631830686,33.25
029194,1631834235,33.5
029194,1631837794,33.25
029194,1631841343,33.25
029194,1631844903,33.25
029194,1631848503,33.25
029194,1631852011,33.25
029194,1631855559,33
029194,1631859117,33
029194,1631862667,32.75
029194,1631866226,32.75
029194,1631869775,32.5
029194,1631873334,32.25
029194,1631876882,32.5
029194,1631880440,32.5
029194,1631883989,32.5
029194,1631887546,32.5
029194,1631891095,32.5
029194,1631894653,32.5
029194,1631898202,32.5
029194,1631901760,32.75
029194,1631905308,32.75
029194,1631908866,32.75
029194,1631912414,32.75
029194,1631915973,32.75
029194,1631919521,32.75
029194,1631923080,32.75
029194,1631926628,32.75
029194,1631930186,32.75
029194,1631933735,32.75
029194,1631937293,32.5
029194,1631940842,32.5
029194,1631944401,32.5
029194,1631947951,32.25
029194,1631951511,32.25
029194,1631958660,32
029194,1631962170,32
029194,1631965729,32
029194,1631969278,32
029194,1631972837,32
029194,1631976386,32.25
029194,1631979944,32.25
029194,1631983492,32.25
029194,1631987051,32.25
029194,1631990599,32.5
029194,1631994158,32.5
029194,1631997706,32.5
029194,1632001266,32.5
029194,1632004815,32.75
029194,1632008374,32.5
029194,1632011923,32.5
029194,1632015482,32.75
029194,1632019030,32.75
029194,1632022588,32.75
029194,1632026137,32.75
029194,1632029695,32.5
029194,1632033244,32.75
029194,1632036803,32.5
029194,1632040354,32.5
029194,1632043910,32.5
029194,1632047459,32.5
029194,1632051018,32.25
029194,1632054568,32.5
029194,1632058127,32.25
029194,1632061676,32.5
029194,1632065234,32.5
029194,1632068783,32.25
029194,1632072341,32
029194,1632075890,32.25
029194,1632079449,32
029194,1632082998,32.25
029194,1632086556,32
029194,1632090104,32
029194,1632093663,32
029195,1628729894,24.75
029195,1628733494,24.25
029195,1628737084,23.75
029195,1628740685,23.5
029195,1628744275,23.5
029195,1628747874,23.75
029195,1628751464,26
029195,1628755064,29.5
029195,1628758654,32.5
029195,1628762254,35.5
029195,1628765844,36.75
029195,1628769445,32.25
029195,1628773035,30.25
029195,1628776635,30.25
029195,1628780225,29.75
029195,1628783824,29.5
029195,1628787415,29.5
029195,1628791015,28.75
029195,1628798206,27.5
029195,1628801796,27.25
029195,1628805397,26.75
029195,1628808987,26.5
029195,1628812588,26.25
029195,1628816179,26
029195,1628819780,25.75
029195,1628823370,25.25
029195,1628826971,25
029195,1628830563,25
029195,1628834164,25.25
029195,1628837754,26.75
029195,1628841355,29.75
029195,1628844945,32.25
029195,1628848545,35
029195,1628852135,36.25
029195,1628855735,33.5
029195,1628859326,31.25
029195,1628862926,30.75
029195,1628927649,43.25
029195,1628931228,43.5
029195,1628934829,43.5
029195,1628938419,43.75
029195,1628942020,43.75
029195,1628945610,44
029195,1628949210,44
029195,1628952800,44.25
029195,1628956400,44.25
029195,1628963590,44.5
029195,1628967181,44.75
029195,1628970781,45
029195,1628974372,45.25
029195,1628977972,45.75
029195,1628981562,46
029195,1628985163,46.5
029195,1628988753,46.75
029195,1628995953,47.75
029195,1628999544,48.25
029195,1629003134,48.75
029195,1629006735,49.25
029195,1629010325,49.5
029195,1629013925,50
029195,1629017516,50.25
029195,1629021117,50.5
029195,1629024707,51
029195,1629028307,51
029195,1629031898,51.5
029195,1629035499,51.75
029195,1629039090,52
029195,1629042691,52.25
029195,1629046282,52.5
029195,1629049883,52.75
029195,1629053474,53
029195,1629057075,53.25
029195,1629060667,53.5
029195,1629064268,53.75
029195,1629067860,54
029195,1629071461,54.25
029195,1629075052,54.5
029195,1629078654,54.5
029195,1629082245,54.75
029195,1629085847,54.75
029195,1629089438,55
029195,1629093039,55
029195,1629096631,55.25
029195,1629100233,55.25
029195,1629103825,55.25
029195,1629107427,55.25
029195,1629111019,55.5
029195,1629114621,55.5
029195,1629118221,55.5
029195,1629121814,55.5
029195,1629125406,55.5
029195,1629129007,55.5
029195,1629132598,55.5
029195,1629136199,55.5
029195,1629139790,55.5
029195,1629143392,55.5
029195,1629146983,55.5
029195,1629150585,55.25
029195,1629154177,55.25
029195,1629157779,55.25
029195,1629161370,55.25
029195,1629164972,55.25
029195,1629168564,55.25
029195,1629172166,55
029195,1629175758,55
029195,1629179360,55
029195,1629182952,54.75
029195,1629186554,54.75
029195,1629190146,54.75
029195,1629193748,54.5
029195,1629197340,54.5
029195,1629200941,54.25
029195,1629204532,54
029195,1629208134,54
029195,1629211726,54
029195,1629215326,53.75
029195,1629218919,53.75
029195,1629222521,53.5
029195,1629226113,53.5
029195,1629229714,53.25
029195,1629233306,53.25
029195,1629236908,53
029195,1629240500,53
029195,1629244101,53
029195,1629247693,52.75
029195,1629251294,52.5
029195,1629254885,52.5
029195,1629258486,52.25
029195,1629262078,52.25
029195,1629265679,52
029195,1629269270,51.75
029195,1629272872,51.75
029195,1629276463,51.5
029195,1629280065,51.5
029195,1629283656,51.25
029195,1629287256,51.25
029195,1629290847,51
029195,1629294448,51
029195,1629298039,51
029195,1629301639,50.75
029195,1629305230,50.75
029195,1629308830,50.25
029195,1629312421,50.5
029195,1629316021,50.25
029195,1629319611,50
029195,1629323212,50
029195,1629326802,50
029195,1629330402,49.75
029195,1629333992,49.75
029195,1629337593,49.5
029195,1629341183,49.5
029195,1629344784,49.25
029195,1629348375,49.25
029195,1629351976,49
029195,1629355566,49
029195,1629359166,48.75
029195,1629362756,48.5
029195,1629366356,48.5
029195,1629369946,48
029195,1629373547,47.75
029195,1629377137,47.25
029195,1629380738,47
029195,1629384328,46.5
029195,1629387927,46
029195,1629391516,45.75
029195,1629395115,45.5
029195,1629398705,45.25
029195,1629402303,44.75
029195,1629405892,44.5
029195,1629409490,44.25
029195,1629413079,44
029195,1629416678,43.75
029195,1629420266,43.25
029195,1629423865,43
029195,1629427453,42.75
029195,1629431052,42.25
029195,1629434641,42
029195,1629438240,41.75
029195,1629441829,41.5
029195,1629445427,41
029195,1629449015,40.75
029195,1629452613,40.5
029195,1629456201,40.25
029195,1629459799,39.75
029195,1629463387,39.75
029195,1629466985,39.5
029195,1629470573,39.25
029195,1629474171,39.25
029195,1629477759,39
029195,1629481357,38.75
029195,1629484945,38.75
029195,1629488544,38.75
029195,1629492131,38.5
029195,1629495729,38.5
029195,1629499317,38
029195,1629502915,38
029195,1629506503,38
029195,1629510100,37.75
029195,1629513688,37.5
029195,1629517286,37.25
029195,1629520874,37.25
029195,1629524472,37
029195,1629528060,36.75
029195,1629531658,36.5
029195,1629535246,36.25
029195,1629538844,36
029195,1629542433,36
029195,1629546031,35.75
029195,1629549619,35.5
029195,1629553217,35.5
029195,1629556805,35.25
029195,1629560403,35.5
029195,1629563990,35.5
029195,1629567588,35.25
029195,1629571176,35.25
029195,1629574773,35.25
029195,1629578362,35.25
029195,1629581960,35
029195,1629585548,35
029195,1629589146,35
029195,1629592735,34.75
029195,1629596333,34.75
029195,1629599921,34.5
029195,1629603520,34.5
029195,1629607109,34.25
029195,1629610706,34.5
029195,1629614294,34.25
029195,1629617892,34.25
029195,1629621479,34
029195,1629625077,33.75
029195,1629628664,33.75
029195,1629632262,33.75
029195,1629635850,33.5
029195,1629639447,33.5
029195,1629643035,33.5
029195,1629646634,33.5
029195,1629650222,33.25
029195,1629653820,33.25
029195,1629657407,33.25
029195,1629661005,33
029195,1629664594,33
029195,1629668192,33
029195,1629671780,33
029195,1629675379,32.75
029195,1629678967,32.75
029195,1629682566,32.5
029195,1629686153,32.5
029195,1629689750,32.25
029195,1629693338,32.25
029195,1629696935,32.25
029195,1629700523,32
029195,1629704120,32
029195,1629707708,31.75
029195,1629711306,31.5
029195,1629714894,31.5
029195,1629718493,31.5
029195,1629722081,31.25
029195,1629725679,31
029195,1629729268,30.75
029195,1629732867,30.75
029195,1629736455,30.5
029195,1629740053,30.5
029195,1629743642,30.5
029195,1629747241,30.25
029195,1629750829,30.25
029195,1629754428,30.25
029195,1629758017,30.25
029195,1629761616,30
029195,1629765205,30
029195,1629768803,29.75
029195,1629772392,29.75
029195,1629775991,29.75
029195,1629779580,29.75
029195,1629783179,29.5
029195,1629786768,29.5
029195,1629790367,29.25
029195,1629793956,29
029195,1629797555,28.75
029195,1629801144,28.25
029195,1629804743,28
029195,1629808332,27.75
029195,1629811931,27.5
029195,1629815520,27.25
029195,1629819118,27.25
029195,1629822707,27
029195,1629826305,27
029195,1629829894,27
029195,1629833493,27
029195,1629837081,27
029195,1629840681,27
029195,1629844270,27
029195,1629847869,27
029195,1629851458,27
029195,1629855056,27
029195,1629858645,27
029195,1629862244,27
029195,1629865832,27
029195,1629869430,27
029195,1629873019,26.75
029195,1629876618,26.75
029195,1629880207,26.5
029195,1629883805,26.25
029195,1629887394,26
029195,1629890993,26
029195,1629894582,26
029195,1629898182,25.75
029195,1629901771,25.75
029195,1629905371,25.75
029195,1629908960,25.75
029195,1629912559,25.5
029195,1629916148,25.5
029195,1629919747,25.5
029195,1629923337,25.75
029195,1629926936,25.75
029195,1629930526,25.75
029195,1629934125,25.75
029195,1629937713,25.75
029195,1629941312,25.75
029195,1629944901,25.75
029195,1629948500,25.75
029195,1629952089,25.75
029195,1629955688,25.75
029195,1629959277,25.75
029195,1629962876,25.5
029195,1629966476,25.5
029195,1629970064,25.5
029195,1629973653,25.5
029195,1629977253,25.5
029195,1629980843,25.25
029195,1629984443,25.5
029195,1629988032,25.5
029195,1629991631,25.5
029195,1629995220,25.5
029195,1629998820,25.5
029195,1630002411,25.5
029195,1630006010,25.5
029195,1630009599,25.75
029195,1630013199,25.5
029195,1630016787,25.75
029195,1630020386,25.5
029195,1630023974,25.75
029195,1630027573,25.75
029195,1630031161,25.75
029195,1630034760,25.5
029195,1630038349,25.5
029195,1630041947,25.5
029195,1630045536,25.5
029195,1630049134,25.25
029195,1630052722,25.5
029195,1630056320,25.25
029195,1630059908,25
029195,1630063506,25
029195,1630067095,25
029195,1630074293,24.75
029195,1630077879,24.75
029195,1630081466,24.75
029195,1630085063,24.5
029195,1630088651,24.5
029195,1630092249,24.5
029195,1630095837,24.75
029195,1630099436,24.5
029195,1630103024,24.5
029195,1630106622,24.5
029195,1630110210,24.5
029195,1630113808,24.5
029195,1630117395,24.5
029195,1630120993,24.5
029195,1630124581,24.25
029195,1630128180,24.25
029195,1630131769,24.25
029195,1630135367,24.25
029195,1630138956,24
029195,1630142554,24
029195,1630146143,23.75
029195,1630149740,23.75
029195,1630153328,23.75
029195,1630156927,23.5
029195,1630160515,23.5
029195,1630164113,23.5
029195,1630167701,23.5
029195,1630171299,23.5
029195,1630174888,23.5
029195,1630178486,23.5
029195,1630182074,23.5
029195,1630185672,23.5
029195,1630189260,23.5
029195,1630192857,23.75
029195,1630196445,23.5
029195,1630200043,23.5
029195,1630203632,23.5
029195,1630207230,23.5
029195,1630210818,23.5
029195,1630214416,23.5
029195,1630218004,23.5
029195,1630221603,23.25
029195,1630225191,23.5
029195,1630228789,23.5
029195,1630232379,23.5
029195,1630235978,23.5
029195,1630239567,23.25
029195,1630243165,23.25
029195,1630246754,23.25
029195,1630250353,23.25
029195,1630253941,23.25
029195,1630257539,23
029195,1630261128,23.25
029195,1630264727,23
029195,1630268316,23.25
029195,1630271915,23
029195,1630275503,23
029195,1630279103,23
029195,1630282692,23.25
029195,1630286290,23.25
029195,1630289879,23
029195,1630293479,23
029195,1630297068,23
029195,1630300668,23
029195,1630304257,23
029195,1630307857,23
029195,1630311446,23
029195,1630315046,22.75
029195,1630318636,22.75
029195,1630322231,22.75
029195,1630325823,22.75
029195,1630329422,22.75
029195,1630333011,22.75
029195,1630336610,22.5
029195,1630340198,22.75
029195,1630343797,22.5
029195,1630347386,22.5
029195,1630350986,22.5
029195,1630354573,22.75
029195,1630358173,22.75
029195,1630361762,22.75
029195,1630365362,22.75
029195,1630368951,22.75
029195,1630372551,22.5
029195,1630376140,22.75
029195,1630379739,22.5
029195,1630383329,22.75
029195,1630386928,22.5
029195,1630390518,22.5
029195,1630397717,22.5
029195,1630401305,22.5
029195,1630404894,22.25
029195,1630408493,22.25
029195,1630412082,22.25
029195,1630415681,22.25
029195,1630419271,22.25
029195,1630426470,22
029195,1630430059,22
029195,1630433648,22
029195,1630437247,22
029195,1630440836,22
029195,1630444435,22
029195,1630448024,22
029195,1630451624,22
029195,1630455213,22
029195,1630458813,22
029195,1630462403,22.25
029195,1630466002,22
029195,1630469591,22
029195,1630473191,22
029195,1630476781,22
029195,1630480379,22
029195,1630483969,22
029195,1630487568,21.75
029195,1630491157,21.75
029195,1630494756,21.75
029195,1630498346,21.5
029195,1630501945,21.5
029195,1630505534,21.5
029195,1630509133,21.5
029195,1630512722,21.5
029195,1630516321,21.5
029195,1630519910,21.5
029195,1630523510,21.5
029195,1630527099,21.75
029195,1630530698,21.5
029195,1630534288,21.75
029195,1630537887,21.75
029195,1630541476,21.75
029195,1630545075,21.75
029195,1630548664,21.75
029195,1630552263,21.75
029195,1630555851,21.75
029195,1630559450,21.75
029195,1630563038,21.75
029195,1630566637,21.75
029195,1630570225,21.75
029195,1630573824,21.75
029195,1630577412,21.75
029195,1630581010,21.5
029195,1630584598,21.5
029195,1630588196,21.75
029195,1630591784,21.75
029195,1630595383,21.5
029195,1630598972,21.75
029195,1630602571,21.75
029195,1630606160,21.75
029195,1630609759,22
029195,1630613348,22
029195,1630616947,22
029195,1630620536,22
029195,1630624135,22
029195,1630627723,22.25
029195,1630631321,22.25
029195,1630634909,22
029195,1630638508,22.25
029195,1630642096,22.25
029195,1630645695,22.25
029195,1630649283,22.25
029195,1630652882,22.25
029195,1630656470,22.25
029195,1630660068,22.25
029195,1630663657,22.25
029195,1630667255,22.25
029195,1630670843,22.25
029195,1630674440,22.25
029195,1630678029,22.25
029195,1630681627,22.25
029195,1630685215,22.5
029195,1630688813,22.5
029195,1630692401,22.5
029195,1630695999,22.75
029195,1630699586,22.75
029195,1630703184,22.75
029195,1630706772,22.75
029195,1630710370,23
029195,1630713958,23
029195,1630717555,23
029195,1630721143,23
029195,1630724741,23
029195,1630728330,23.25
029195,1630731927,23
029195,1630735515,23.25
029195,1630739113,23.25
029195,1630742701,23.25
029195,1630746299,23.25
029195,1630749886,23.25
029195,1630753484,23.25
029195,1630757073,23.25
029195,1630760671,23.25
029195,1630764260,23.5
029195,1630767858,23.25
029195,1630771446,23.5
029195,1630775044,23.5
029195,1630778631,23.5
029195,1630782229,23.5
029195,1630789416,23.75
029195,1630793003,23.75
029195,1630796601,23.75
029195,1630800189,23.75
029195,1630803787,23.75
029195,1630807375,23.75
029195,1630810972,24
029195,1630814559,24
029195,1630818157,24
029195,1630821744,23.75
029195,1630825341,23.75
029195,1630828928,23.75
029195,1630832526,23.75
029195,1630836114,23.75
029195,1630839712,24
029195,1630843300,23.75
029195,1630846898,23.75
029195,1630850485,24
029195,1630854083,23.75
029195,1630857671,24
029195,1630861269,24
029195,1630864858,24.25
029195,1630868456,24.25
029195,1630872044,24.25
029195,1630875642,24.25
029195,1630879230,24.25
029195,1630882828,24.25
029195,1630886416,24.5
029195,1630890014,24.5
029195,1630893603,24.5
029195,1630897200,24.5
029195,1630900789,24.5
029195,1630904387,24.25
029195,1630907976,24.25
029195,1630911575,24.25
029195,1630915162,24.25
029195,1630918760,24.25
029195,1630922348,24.25
029195,1630925946,24.25
029195,1630929534,24.25
029195,1630933131,24.25
029195,1630936720,24.25
029195,1630940318,24.25
029195,1630943906,24.5
029195,1630947504,24.25
029195,1630951091,24.5
029195,1630954689,24.5
029195,1630958277,24.75
029195,1630961875,24.75
029195,1630965464,24.75
029195,1630969062,24.75
029195,1630972650,24.75
029195,1630976248,24.5
029195,1630979837,24.75
029195,1630983435,24.75
029195,1630987022,24.75
029195,1630990620,24.75
029195,1630994208,24.75
029195,1631001406,24.5
029195,1631004991,24.5
029195,1631008580,24.5
029195,1631012178,24.5
029195,1631015766,24.5
029195,1631019364,24.5
029195,1631022952,24.75
029195,1631026549,24.5
029195,1631030137,24.75
029195,1631033733,24.5
029195,1631037321,24.75
029195,1631040918,24.75
029195,1631044507,25
029195,1631048105,25
029195,1631051693,25.25
029195,1631055290,25
029195,1631058877,25.25
029195,1631062474,25.25
029195,1631066062,25.25
029195,1631069660,25.25
029195,1631073248,25.25
029195,1631076846,25.25
029195,1631080434,25.25
029195,1631084031,25.25
029195,1631087618,25.25
029195,1631091216,25.25
029195,1631094804,25
029195,1631098402,25.25
029195,1631101990,25.25
029195,1631105589,25.25
029195,1631109178,25.25
029195,1631112776,25.5
029195,1631116364,25.25
029195,1631119963,25.5
029195,1631123552,25.5
029195,1631127150,25.5
029195,1631130739,25.5
029195,1631134337,25.75
029195,1631137926,25.5
029195,1631141525,25.75
029195,1631145113,25.75
029195,1631148710,26
029195,1631152297,26
029195,1631155895,26
029195,1631159482,26
029195,1631163080,26
029195,1631166667,26
029195,1631170265,26
029195,1631173853,26
029195,1631177450,26
029195,1631181038,26
029195,1631184636,26
029195,1631188224,26
029195,1631191821,26
029195,1631195408,26.25
029195,1631199006,26.25
029195,1631202594,26.25
029195,1631206192,26.25
029195,1631209780,26.5
029195,1631213378,26.5
029195,1631216967,26.75
029195,1631220565,26.5
029195,1631224153,26.75
029195,1631227751,26.75
029195,1631231340,26.75
029195,1631234938,26.5
029195,1631238527,26.75
029195,1631242125,26.75
029195,1631245713,26.75
029195,1631249312,26.75
029195,1631252900,26.75
029195,1631256498,26.75
029195,1631260088,26.75
029195,1631263687,26.75
029195,1631267277,26.75
029195,1631270876,26.75
029195,1631274465,26.75
029195,1631278062,26.75
029195,1631281651,26.75
029195,1631285250,26.75
029195,1631288838,26.75
029195,1631292436,26.75
029195,1631296024,26.75
029195,1631299623,27
029195,1631303211,27
029195,1631306809,27
029195,1631310397,26.75
029195,1631313995,27
029195,1631317582,27
029195,1631321180,26.75
029195,1631324767,26.75
029195,1631328365,27
029195,1631331952,27
029195,1631335549,26.75
029195,1631339137,26.75
029195,1631342733,26.75
029195,1631346321,26.75
029195,1631349921,26.75
029195,1631353506,26.75
029195,1631357104,26.75
029195,1631364291,26.75
029195,1631367877,26.75
029195,1631371475,26.75
029195,1631375062,26.75
029195,1631378660,26.75
029195,1631382248,27
029195,1631385846,27
029195,1631389434,27
029195,1631393031,27
029195,1631396619,27
029195,1631400217,27
029195,1631403805,27
029195,1631407403,27.25
029195,1631410990,27.25
029195,1631414589,27
029195,1631418177,27
029195,1631421776,27
029195,1631425364,27
029195,1631428964,27
029195,1631432552,26.75
029195,1631436151,26.75
029195,1631439739,26.75
029195,1631443337,26.75
029195,1631446926,26.75
029195,1631450523,26.75
029195,1631454111,26.75
029195,1631457709,26.75
029195,1631461297,26.75
029195,1631464895,27
029195,1631468482,27
029195,1631472081,26.75
029195,1631475669,27
029195,1631479267,27
029195,1631482855,27
029195,1631486453,27
029195,1631490042,27
029195,1631493640,27
029195,1631497228,27
029195,1631500826,27
029195,1631504414,27
029195,1631508013,27
029195,1631511601,27
029195,1631515198,26.75
029195,1631518786,27
029195,1631522384,26.75
029195,1631525971,26.75
029195,1631529569,26.75
029195,1631533157,26.75
029195,1631536754,26.75
029195,1631540341,26.75
029195,1631543938,27
029195,1631547525,27
029195,1631551122,27
029195,1631554710,27
029195,1631558307,27.25
029195,1631561895,27.25
029195,1631565493,27.25
029195,1631569080,27.25
029195,1631572677,27.25
029195,1631576264,27.5
029195,1631579861,27.5
029195,1631583448,27.5
029195,1631587045,27.5
029195,1631590633,27.5
029195,1631594231,27.5
029195,1631597819,27.5
029195,1631601417,27.5
029195,1631605005,27.5
029195,1631608605,27.5
029195,1631612190,27.5
029195,1631615788,27.5
029195,1631619375,27.75
029195,1631622972,27.75
029195,1631626560,27.75
029195,1631630158,27.75
029195,1631633745,27.75
029195,1631637343,28
029195,1631640931,28
029195,1631644528,28
029195,1631648116,28.25
029195,1631651713,28.25
029195,1631655301,28.25
029195,1631658898,28.25
029195,1631662485,28.25
029195,1631666082,28.5
029195,1631669670,28.5
029195,1631673267,28.5
029195,1631676855,28.75
029195,1631680453,28.75
029195,1631684041,28.75
029195,1631687639,28.75
029195,1631691226,28.75
029195,1631694823,28.75
029195,1631698410,29
029195,1631702008,28.75
029195,1631705595,28.75
029195,1631709192,29
029195,1631712780,29
029195,1631716377,29
029195,1631719963,29
029195,1631723560,29
029195,1631727147,29.25
029195,1631730744,29.25
029195,1631734331,29.25
029195,1631737928,29.25
029195,1631741515,29.25
029195,1631745113,29.25
029195,1631748700,29.25
029195,1631752297,29.25
029195,1631755884,29.5
